,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
1571,100689424,Npc1,NPC intracellular cholesterol transporter 1,"This gene encodes a large protein that resides in the limiting membrane of endosomes and lysosomes and mediates intracellular cholesterol trafficking via binding of cholesterol to its N-terminal domain. It is predicted to have a cytoplasmic C-terminus, 13 transmembrane domains, and 3 large loops in the lumen of the endosome - the last loop being at the N-terminus. This protein transports low-density lipoproteins to late endosomal/lysosomal compartments where they are hydrolized and released as free cholesterol. Defects in this gene cause Niemann-Pick type C disease, a rare autosomal recessive neurodegenerative disorder characterized by over accumulation of cholesterol and glycosphingolipids in late endosomal/lysosomal compartments.[provided by RefSeq, Aug 2009]",ENSCGRG00015007622,ENSCGRG00001018684,NM_001246687,NP_001233616,"['GO:0005886', 'GO:0005576', 'GO:0006486', 'GO:0005765', 'GO:0005783', 'GO:0048471', 'GO:0005764', 'GO:0005635', 'GO:0005794', 'GO:0010467', 'GO:0016020', 'GO:0007628', 'GO:0015485', 'GO:0031982', 'GO:0006897', 'GO:0005768', 'GO:0045121', 'GO:1904262', 'GO:0016242', 'GO:0042632', 'GO:0042632', 'GO:0033344', 'GO:0009410', 'GO:0046718', 'GO:0033344', 'GO:0006914', 'GO:0090150', 'GO:0032367', 'GO:0071383', 'GO:0071404', 'GO:0030301', 'GO:0031579', 'GO:0016236', 'GO:0005319', 'GO:0016021', 'GO:0051649']",Q9JLG3,4864,NPC1
1572,100765354,Pan2,poly(A) specific ribonuclease subunit PAN2,"This gene encodes a deadenylase that functions as the catalytic subunit of the polyadenylate binding protein dependent poly(A) nuclease complex. The encoded protein is a magnesium dependent 3' to 5' exoribonuclease that is involved in the degradation of cytoplasmic mRNAs. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009]",ENSCGRG00015028311,ENSCGRG00001019707,XM_035458182,XP_035314073,"['GO:0000175', 'GO:0031251', 'GO:0000289', 'GO:0000932', 'GO:0004535', 'GO:0031251', 'GO:0004535', 'GO:0006397', 'GO:0003676', 'GO:0005515', 'GO:0031251', 'GO:0000289', 'GO:0004535', 'GO:0006397', 'GO:0003676', 'GO:0005515']", ,9924,PAN2
1573,100750910,Phkg2,phosphorylase kinase catalytic subunit gamma 2,"Phosphorylase kinase is a polymer of 16 subunits, four each of alpha, beta, gamma and delta. The alpha subunit includes the skeletal muscle and hepatic isoforms, encoded by two different genes. The beta subunit is the same in both the muscle and hepatic isoforms, and encoded by one gene. The gamma subunit also includes the skeletal muscle and hepatic isoforms, and the hepatic isoform is encoded by this gene. The delta subunit is a calmodulin and can be encoded by three different genes. The gamma subunits contain the active site of the enzyme, whereas the alpha and beta subunits have regulatory functions controlled by phosphorylation. The delta subunit mediates the dependence of the enzyme on calcium concentration. Mutations in this gene cause glycogen storage disease type 9C, also known as autosomal liver glycogenosis. Alternatively spliced transcript variants encoding different isoforms have been identified in this gene.[provided by RefSeq, Feb 2010]",ENSCGRG00015024629,ENSCGRG00001019013,XM_016980298,XP_016835787,"['GO:0016740', 'GO:0000166', 'GO:0005524', 'GO:0004689', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0005516', 'GO:0005975', 'GO:0005977', 'GO:0004674', 'GO:0005978', 'GO:0005964', 'GO:0005829', 'GO:0005980', 'GO:0008047']",A0A061IBZ2,5261,PHKG2
1574,100768660,LOC100768660,"cytochrome c oxidase assembly protein COX18, mitochondrial","This gene encodes a cytochrome c oxidase assembly protein. The encoded protein is essential for integral membrane protein insertion into the mitochondrial inner membrane. It is also required for cytochrome c oxidase assembly and activity. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2014]",ENSCGRG00015010121,ENSCGRG00001021918,XM_007652507,XP_007650697,"['GO:0016020', 'GO:0032977', 'GO:0090150', 'GO:0016021']",A0A061INL6,285521,COX18
1575,100756363,Hmgcr,3-hydroxy-3-methylglutaryl-CoA reductase,"HMG-CoA reductase is the rate-limiting enzyme for cholesterol synthesis and is regulated via a negative feedback mechanism mediated by sterols and non-sterol metabolites derived from mevalonate, the product of the reaction catalyzed by reductase. Normally in mammalian cells this enzyme is suppressed by cholesterol derived from the internalization and degradation of low density lipoprotein (LDL) via the LDL receptor. Competitive inhibitors of the reductase induce the expression of LDL receptors in the liver, which in turn increases the catabolism of plasma LDL and lowers the plasma concentration of cholesterol, an important determinant of atherosclerosis. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]",ENSCGRG00015009730,ENSCGRG00001016870,XM_027440475,XP_027296276,"['GO:0016020', 'GO:0016491', 'GO:0016616', 'GO:0006629', 'GO:0005783', 'GO:0005783', 'GO:0005789', 'GO:0005789', 'GO:0005777', 'GO:0005778', 'GO:0005778', 'GO:0008202', 'GO:0008203', 'GO:0050661', 'GO:0008299', 'GO:0006694', 'GO:0006695', 'GO:0016126', 'GO:0005515', 'GO:0004420', 'GO:0004420', 'GO:0070402', 'GO:0008542', 'GO:0015936', 'GO:0042177', 'GO:0043407', 'GO:0050709', 'GO:1900222', 'GO:0005515', 'GO:0120225']",P00347,3156,HMGCR
1576,100759847,Ivd,isovaleryl-CoA dehydrogenase,"Isovaleryl-CoA dehydrogenase (IVD) is a mitochondrial matrix enzyme that catalyzes the third step in leucine catabolism. The genetic deficiency of IVD results in an accumulation of isovaleric acid, which is toxic to the central nervous system and leads to isovaleric acidemia. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Aug 2017]",ENSCGRG00015001037,ENSCGRG00001017266,XM_027384599,XP_027240400,"['GO:0016491', 'GO:0050660', 'GO:0003995', 'GO:0016627', 'GO:0003824', 'GO:0004085', 'GO:0008470', 'GO:0006552', 'GO:0005654', 'GO:0005739', 'GO:1901565', 'GO:0046395']", ,3712,IVD
1577,100769695,Sec11c,"SEC11 homolog C, signal peptidase complex subunit","Predicted to enable peptidase activity. Predicted to be involved in signal peptide processing. Predicted to be located in endoplasmic reticulum membrane. Predicted to be part of signal peptidase complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015018384,ENSCGRG00001000592,XM_007646909,XP_007645099,"['GO:0016020', 'GO:0016787', 'GO:0008233', 'GO:0006508', 'GO:0004252', 'GO:0005783', 'GO:0005789', 'GO:0006465', 'GO:0005787', 'GO:0008236', 'GO:0016021']",A0A3L7GUP3,90701,SEC11C
1578,100771995,Aak1,AP2 associated kinase 1,"This gene encodes a member of the SNF1 subfamily of serine/threonine protein kinases. Adaptor-related protein complex 2 (AP-2 complexes) functions during receptor-mediated endocytosis to trigger clathrin assembly, interact with membrane-bound receptors, and recruit encodytic accessory factors. The encoded protein interacts with and phosphorylates a subunit of the AP-2 complex, which promotes binding of AP-2 to sorting signals found in membrane-bound receptors and subsequent receptor endocytosis. Its kinase activity is stimulated by clathrin. This kinase has been shown to play an important role in regulating the clathrin-mediated endocytosis of the rabies virus, facilitating infection. Inhibitors of this kinase are being studied as candidate therapeutics to disrupt the entry of viruses, including SARS-CoV-2, into target cells. It is also involved in positive regulation of Notch pathway signaling in mammals. Alternatively spliced transcript variants have been described, but their biological validity has not been determined. [provided by RefSeq, Aug 2020]",ENSCGRG00015018986,ENSCGRG00001013936,XM_007648591,XP_007646781,"['GO:0006468', 'GO:0050821', 'GO:0005112', 'GO:0045747', 'GO:0035612', 'GO:0032880', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:2000369', 'GO:0140238', 'GO:0006468', 'GO:0004672', 'GO:0005524']",A0A8C2M4C4,22848,AAK1
1579,100759026,Acadl,acyl-CoA dehydrogenase long chain,"The protein encoded by this gene belongs to the acyl-CoA dehydrogenase family, which is a family of mitochondrial flavoenzymes involved in fatty acid and branched chain amino-acid metabolism. This protein is one of the four enzymes that catalyze the initial step of mitochondrial beta-oxidation of straight-chain fatty acid. Defects in this gene are the cause of long-chain acyl-CoA dehydrogenase (LCAD) deficiency, leading to nonketotic hypoglycemia. [provided by RefSeq, Jul 2008]",ENSCGRG00015028901,ENSCGRG00001020753,XM_003499294,XP_003499342,"['GO:0016491', 'GO:0050660', 'GO:0005759', 'GO:0003995', 'GO:0016627', 'GO:0004466', 'GO:0042758', 'GO:0046395']", ,33,ACADL
1580,100760125,Cwc27,CWC27 spliceosome associated cyclophilin,"Predicted to enable peptidyl-prolyl cis-trans isomerase activity. Predicted to be involved in protein peptidyl-prolyl isomerization. Located in nucleoplasm. Part of U2-type precatalytic spliceosome and catalytic step 2 spliceosome. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015002964,ENSCGRG00001017856,XM_003507932,XP_003507980,"['GO:0006457', 'GO:0003755', 'GO:0016853', 'GO:0000413', 'GO:0005634', 'GO:0005654', 'GO:0071005', 'GO:0071013']",G3HXI0,10283,CWC27
1581,100762088,Cdk10,cyclin dependent kinase 10,"The protein encoded by this gene belongs to the CDK subfamily of the Ser/Thr protein kinase family. The CDK subfamily members are highly similar to the gene products of S. cerevisiae cdc28, and S. pombe cdc2, and are known to be essential for cell cycle progression. This kinase has been shown to play a role in cellular proliferation and its function is limited to cell cycle G2-M phase. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2009]",ENSCGRG00015020200,ENSCGRG00001014991,XM_003495077,XP_003495125,"['GO:0000166', 'GO:0005524', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0004674', 'GO:0051301', 'GO:0097472', 'GO:0018107', 'GO:0032956', 'GO:0043410', 'GO:1902018', 'GO:0036064', 'GO:0007346', 'GO:0005634', 'GO:0004693', 'GO:0007346', 'GO:0004693', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3GRR1,8558,CDK10
1582,100757481,LOC100757481,protein-arginine deiminase type-4,"This gene is a member of a gene family which encodes enzymes responsible for the conversion of arginine residues to citrulline residues. This gene may play a role in granulocyte and macrophage development leading to inflammation and immune response. [provided by RefSeq, Jul 2008]",ENSCGRG00015025586,ENSCGRG00001000267,XM_003514814,XP_003514862,"['GO:0005634', 'GO:0005509', 'GO:0006325', 'GO:0042802', 'GO:0004668', 'GO:0006334', 'GO:0006338', 'GO:0019827', 'GO:0032991', 'GO:0004668', 'GO:0005509', 'GO:0005737', 'GO:0043687', 'GO:0140794', 'GO:0140795', 'GO:0140796', 'GO:0140797', 'GO:0140798']", ,23569,PADI4
1584,100757928,LOC100757928,myosin-IIIa,"The protein encoded by this gene belongs to the myosin superfamily. Myosins are actin-dependent motor proteins and are categorized into conventional myosins (class II) and unconventional myosins (classes I and III through XV) based on their variable C-terminal cargo-binding domains. Class III myosins, such as this one, have a kinase domain N-terminal to the conserved N-terminal motor domains and are expressed in photoreceptors. The protein encoded by this gene plays an important role in hearing in humans. Three different recessive, loss of function mutations in the encoded protein have been shown to cause nonsyndromic progressive hearing loss. Expression of this gene is highly restricted, with the strongest expression in retina and cochlea. [provided by RefSeq, Jul 2008]",ENSCGRG00015024081,ENSCGRG00001010156,XM_003511488,XP_003511536,"['GO:0005516', 'GO:0005737', 'GO:0030175', 'GO:0046777', 'GO:0007605', 'GO:0004672', 'GO:0031941', 'GO:0000146', 'GO:0043531', 'GO:0032433', 'GO:0060002', 'GO:0016459', 'GO:0003774', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,53904,MYO3A
1585,100773612,LOC100773612,ribosomal protein S6 kinase alpha-2,"This gene encodes a member of the RSK (ribosomal S6 kinase) family of serine/threonine kinases. This kinase contains two non-identical kinase catalytic domains and phosphorylates various substrates, including members of the mitogen-activated kinase (MAPK) signalling pathway. The activity of this protein has been implicated in controlling cell growth and differentiation. Alternative splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jan 2016]",ENSCGRG00015013787,ENSCGRG00001024721,XM_003504057,XP_003504105,"['GO:0005634', 'GO:0005737', 'GO:0008285', 'GO:0043065', 'GO:0005654', 'GO:0010628', 'GO:0007507', 'GO:0070613', 'GO:0004672', 'GO:0045786', 'GO:0004674', 'GO:0004712', 'GO:0060047', 'GO:0001556', 'GO:0006468', 'GO:0005819', 'GO:0072687', 'GO:0071322', 'GO:0018105', 'GO:0045835', 'GO:0002035', 'GO:0010659', 'GO:0004711', 'GO:0004674', 'GO:0000287', 'GO:0035556', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0004674', 'GO:0000287', 'GO:0035556', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3HK32,6196,RPS6KA2
1586,100773003,Slc6a2,solute carrier family 6 member 2,"This gene encodes a member of the sodium:neurotransmitter symporter family. This member is a multi-pass membrane protein, which is responsible for reuptake of norepinephrine into presynaptic nerve terminals and is a regulator of norepinephrine homeostasis. Mutations in this gene cause orthostatic intolerance, a syndrome characterized by lightheadedness, fatigue, altered mentation and syncope. Alternatively spliced transcript variants encoding different isoforms have been identified in this gene.[provided by RefSeq, Feb 2010]",ENSCGRG00015027704,ENSCGRG00001015472,XM_007621232,XP_007619422,"['GO:0005886', 'GO:0048265', 'GO:0005330', 'GO:0008504', 'GO:0015844', 'GO:0003779', 'GO:0006836', 'GO:0098810', 'GO:0005328', 'GO:0006836', 'GO:0005887', 'GO:0016021', 'GO:0016020', 'GO:0005326', 'GO:0008504', 'GO:0051620', 'GO:0005334']",A0A8C2M7S4,6530,SLC6A2
1587,100774095,Ndufb2,NADH:ubiquinone oxidoreductase subunit B2,"The protein encoded by this gene is a subunit of the multisubunit NADH:ubiquinone oxidoreductase (complex I). Mammalian complex I is composed of 45 different subunits. This protein has NADH dehydrogenase activity and oxidoreductase activity. It plays a important role in transfering electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone. Hydropathy analysis revealed that this subunit and 4 other subunits have an overall hydrophilic pattern, even though they are found within the hydrophobic protein (HP) fraction of complex I. [provided by RefSeq, Jul 2008]",ENSCGRG00015027802,ENSCGRG00001008411,XM_035456261,XP_035312152,"['GO:0032981', 'GO:0005747', 'GO:0005747', 'GO:0005743']", ,4708,NDUFB2
1588,100750488,Ikbkb,inhibitor of nuclear factor kappa B kinase subunit beta,"The protein encoded by this gene phosphorylates the inhibitor in the inhibitor/NF-kappa-B complex, causing dissociation of the inhibitor and activation of NF-kappa-B. The encoded protein itself is found in a complex of proteins. Several transcript variants, some protein-coding and some not, have been found for this gene. [provided by RefSeq, Sep 2011]",ENSCGRG00015022580,ENSCGRG00001017718,XM_003503314,XP_003503362,"['GO:0004674', 'GO:0042803', 'GO:0045944', 'GO:0006468', 'GO:0042802', 'GO:0005829', 'GO:0046982', 'GO:0018105', 'GO:0072659', 'GO:0019901', 'GO:0007249', 'GO:0043123', 'GO:0071356', 'GO:0004672', 'GO:0051092', 'GO:0097110', 'GO:0030866', 'GO:0033209', 'GO:0070498', 'GO:0008384', 'GO:0035509', 'GO:1903140', 'GO:1903347', 'GO:0042325', 'GO:1990459', 'GO:0006468', 'GO:0004672', 'GO:0005524']",A0A8C2MFN1,3551,IKBKB
1589,100760329,Rnf146,ring finger protein 146,"Enables poly-ADP-D-ribose binding activity and ubiquitin-protein transferase activity. Involved in positive regulation of canonical Wnt signaling pathway; protein ubiquitination; and ubiquitin-dependent protein catabolic process. Located in cytosol; nucleoplasm; and plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015010648,ENSCGRG00001014577,XM_003509640,XP_003509688,"['GO:0016740', 'GO:0046872', 'GO:0008270', 'GO:0005737', 'GO:0016055', 'GO:0061630', 'GO:0016567', 'GO:0006511', 'GO:0005829', 'GO:0004842', 'GO:0072572', 'GO:0051865', 'GO:0070936', 'GO:0090263', 'GO:0005654', 'GO:0005886']", ,81847,RNF146
