Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100763194,Mdh2,malate dehydrogenase 2,"Malate dehydrogenase catalyzes the reversible oxidation of malate to oxaloacetate, utilizing the NAD/NADH cofactor system in the citric acid cycle. The protein encoded by this gene is localized to the mitochondria and may play pivotal roles in the malate-aspartate shuttle that operates in the metabolic coordination between cytosol and mitochondria. Several transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Sep 2013]",ENSCGRG00015005493,ENSCGRG00001023165,XM_016974887,XP_016830376,"['GO:0005739', 'GO:0030060', 'GO:0030060', 'GO:0006108', 'GO:0005759', 'GO:0016020', 'GO:0006094', 'GO:0016615', 'GO:0006108', 'GO:0009060', 'GO:0019752', 'GO:0016616', 'GO:0006099', 'GO:0003824', 'GO:0016491', 'GO:0006099']", G3HA23,4191,MDH2,Amino Acid Metabolism
100752295,Fnta,"farnesyltransferase, CAAX box, alpha","Prenyltransferases can attach either a farnesyl group or a geranylgeranyl group in thioether linkage to the cysteine residue of proteins with a C-terminal CAAX box. CAAX geranylgeranyltransferase and CAAX farnesyltransferase are heterodimers that share the same alpha subunit but have different beta subunits. This gene encodes the alpha subunit of these transferases. Alternative splicing results in multiple transcript variants. Related pseudogenes have been identified on chromosomes 11 and 13. [provided by RefSeq, May 2010]",ENSCGRG00015025151,ENSCGRG00001016225,XM_003498240,XP_003498288,"['GO:0004660', 'GO:0005965', 'GO:0030971', 'GO:0018344', 'GO:0008017', 'GO:0043014', 'GO:0005875', 'GO:0007528', 'GO:0090045', 'GO:0045213', 'GO:0004661', 'GO:0004663', 'GO:0030548', 'GO:0018343', 'GO:0071340', 'GO:0090044', 'GO:0005953', 'GO:0018342', 'GO:0008318']", ,2339,FNTA,Vitamin & Cofactor Metabolism
100757202,Pecr,peroxisomal trans-2-enoyl-CoA reductase,"Enables signaling receptor binding activity and trans-2-enoyl-CoA reductase (NADPH) activity. Involved in phytol metabolic process. Located in peroxisome. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015028930,ENSCGRG00001020645,XM_003499002,XP_003499050,"['GO:0005739', 'GO:0005777', 'GO:0005102', 'GO:0019166', 'GO:0033306']",A0A8C2MS24,55825,PECR,Lipid Metabolism
100771382,LOC100771382,amiloride-sensitive amine oxidase [copper-containing],"This gene encodes a metal-binding membrane glycoprotein that oxidatively deaminates putrescine, histamine, and related compounds. The encoded protein is inhibited by amiloride, a diuretic that acts by closing epithelial sodium ion channels. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Jan 2013]",ENSCGRG00015007435,ENSCGRG00001004185,XM_003501323,XP_003501371,"['GO:0046872', 'GO:0016491', 'GO:0048038', 'GO:0005507', 'GO:0008131', 'GO:0009308']",G3HB75,26,AOC1,Amino Acid Metabolism
100762043,Galnt7,polypeptide N-acetylgalactosaminyltransferase 7,"This gene encodes GalNAc transferase 7, a member of the GalNAc-transferase family. The enzyme encoded by this gene controls the initiation step of mucin-type O-linked protein glycosylation and transfer of N-acetylgalactosamine to serine and threonine amino acid residues. This enzyme is a type II transmembrane protein and shares common sequence motifs with other family members. Unlike other family members, this enzyme shows exclusive specificity for partially GalNAc-glycosylated acceptor substrates and shows no activity with non-glycosylated peptides. This protein may function as a follow-up enzyme in the initiation step of O-glycosylation. [provided by RefSeq, Jul 2008]",ENSCGRG00015006210,ENSCGRG00001010057,XM_007644862,XP_007643052,"['GO:0006493', 'GO:0004653', nan]",G3HKX9,51809,GALNT7,Protein Product Synthesis
100765858,Pipox,pipecolic acid and sarcosine oxidase,"Enables L-pipecolate oxidase activity and sarcosine oxidase activity. Involved in L-lysine catabolic process to acetyl-CoA via L-pipecolate. Located in peroxisome. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015016200,ENSCGRG00001000071,XM_003511148,XP_003511196,"['GO:0016491', 'GO:0050660', 'GO:0008115', 'GO:0050031', 'GO:0033514', 'GO:0005777']",A0A3L7GLU6,51268,PIPOX,Amino Acid Metabolism
100760543,Gxylt1,glucoside xylosyltransferase 1,"GXYLT1 is a xylosyltransferase (EC 2.4.2.-) that adds the first xylose to O-glucose-modified residues in the epidermal growth factor (EGF; MIM 131530) repeats of proteins such as NOTCH1 (MIM 190198) (Sethi et al., 2010 [PubMed 19940119]).[supplied by OMIM, Mar 2010]",ENSCGRG00015001050,ENSCGRG00001021374,XM_027385421,XP_027241222,"['GO:0035252', 'GO:0016266']", ,283464,GXYLT1,Protein Product Synthesis
100756186,Dhrs3,dehydrogenase/reductase 3,"Predicted to enable NAD-retinol dehydrogenase activity. Predicted to be involved in regulation of retinoic acid receptor signaling pathway and retinoid metabolic process. Predicted to act upstream of or within several processes, including animal organ morphogenesis; negative regulation of retinoic acid receptor signaling pathway; and regulation of ossification. Predicted to be located in endoplasmic reticulum membrane and photoreceptor outer segment membrane. Predicted to be active in lipid droplet. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015001270,ENSCGRG00001012549,XM_027442484,XP_027298285,"['GO:0016020', 'GO:0016491', 'GO:0004745', 'GO:0052650', 'GO:0001523', 'GO:0003151', 'GO:0030278', 'GO:0048387', 'GO:0060021', 'GO:0060349', 'GO:0060411', 'GO:0042572', 'GO:0004745', 'GO:0042572']", ,9249,DHRS3,Vitamin & Cofactor Metabolism
100755890,Ndufs8,NADH:ubiquinone oxidoreductase core subunit S8,"This gene encodes a subunit of mitochondrial NADH:ubiquinone oxidoreductase, or Complex I, a multimeric enzyme of the respiratory chain responsible for NADH oxidation, ubiquinone reduction, and the ejection of protons from mitochondria. The encoded protein is involved in the binding of two of the six to eight iron-sulfur clusters of Complex I and, as such, is required in the electron transfer process. Mutations in this gene have been associated with Leigh syndrome. [provided by RefSeq, Mar 2010]",ENSCGRG00015019522,ENSCGRG00001023988,XM_007650568,XP_007648758,"['GO:0005739', 'GO:0003954', 'GO:0008137', 'GO:0032981', 'GO:0005747', 'GO:0006979', 'GO:0051539', 'GO:0016651', 'GO:0016020', 'GO:0006120']",A0A8C2N4P9,4728,NDUFS8,Energy Metabolism
100766079,Glyctk,glycerate kinase,"This locus encodes a member of the glycerate kinase type-2 family. The encoded enzyme catalyzes the phosphorylation of (R)-glycerate and may be involved in serine degradation and fructose metabolism. Decreased activity of the encoded enzyme may be associated with the disease D-glyceric aciduria. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jan 2009]",ENSCGRG00015009073,ENSCGRG00001022910,XM_003497634,XP_003497682,"['GO:0008887', 'GO:0006468', 'GO:0005737', 'GO:0005794', 'GO:0005829']",A0A3L7HP55,132158,GLYCTK,Carbohydrates Metabolism
100750978,Insrr,insulin receptor related receptor,"Enables transmembrane receptor protein tyrosine kinase activity. Involved in actin cytoskeleton reorganization; cellular response to alkaline pH; and protein autophosphorylation. Part of receptor complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015025874,ENSCGRG00001021762,XM_003502896,XP_003502944,"['GO:0004714', 'GO:0071469', 'GO:0031532', 'GO:0043235', 'GO:0046777', 'GO:0046777', 'GO:0030238', 'GO:0043560', 'GO:0043548', 'GO:0071469', 'GO:0004714', 'GO:0046777', 'GO:0007169', 'GO:0004713', 'GO:0005887', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0016021', 'GO:0016020']", ,3645,INSRR,Protein Product Synthesis
100760443,Gda,guanine deaminase,"This gene encodes an enzyme responsible for the hydrolytic deamination of guanine. Studies in rat ortholog suggest this gene plays a role in microtubule assembly. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2011]",ENSCGRG00015003690,ENSCGRG00001017427,XM_003513946,XP_003513994,"['GO:0005829', 'GO:0008892', 'GO:0006147', 'GO:0016810', 'GO:0016787', 'GO:0008270', 'GO:0000255', 'GO:0008892', 'GO:0046038', 'GO:0046055', 'GO:0006147', 'GO:0006161', 'GO:0043605']", ,9615,GDA,Nucleotide Metabolism
100755922,Csk,C-terminal Src kinase,"The protein encoded by this gene is involved in multiple pathways, including the regulation of Src family kinases. It plays an important role in T-cell activation through its association with the protein encoded by the protein tyrosine phosphatase, non-receptor type 22 (PTPN22) gene. This protein also phosphorylates C-terminal tyrosine residues on multiple substrates, including the protein encoded by the SRC proto-oncogene, non-receptor tyrosine kinase gene. Phosphorylation suppresses the kinase activity of the Src family tyrosine kinases. An intronic polymorphism (rs34933034) in this gene has been found to affect B-cell activation and is associated with systemic lupus erythematosus (SLE). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2017]",ENSCGRG00015024933,ENSCGRG00001020712,XM_007654522,XP_007652712,"['GO:0005886', 'GO:0042802', 'GO:0008285', 'GO:0005911', 'GO:0034236', 'GO:0042997', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3IIC0,1445,CSK,Protein Product Synthesis
3979186,COX2,cytochrome c oxidase subunit II,,,,,,,Q8WBA9,4513,COX2,Energy Metabolism
100773497,Jak3,Janus kinase 3,"The protein encoded by this gene is a member of the Janus kinase (JAK) family of tyrosine kinases involved in cytokine receptor-mediated intracellular signal transduction. It is predominantly expressed in immune cells and transduces a signal in response to its activation via tyrosine phosphorylation by interleukin receptors. Mutations in this gene are associated with autosomal SCID (severe combined immunodeficiency disease). [provided by RefSeq, Jul 2008]",ENSCGRG00015002285,ENSCGRG00001021943,XM_035451256,XP_035307147,"['GO:0019903', 'GO:0035771', 'GO:0070670', 'GO:0004715', 'GO:0005856', 'GO:0004713', 'GO:0035556', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0016020']", ,3718,JAK3,Protein Product Synthesis
100751220,Ptgs2,prostaglandin-endoperoxide synthase 2,"Prostaglandin-endoperoxide synthase (PTGS), also known as cyclooxygenase, is the key enzyme in prostaglandin biosynthesis, and acts both as a dioxygenase and as a peroxidase. There are two isozymes of PTGS: a constitutive PTGS1 and an inducible PTGS2, which differ in their regulation of expression and tissue distribution. This gene encodes the inducible isozyme. It is regulated by specific stimulatory events, suggesting that it is responsible for the prostanoid biosynthesis involved in inflammation and mitogenesis. [provided by RefSeq, Feb 2009]",ENSCGRG00015020228,ENSCGRG00001016942,XM_003496774,XP_003496822,"['GO:0016020', 'GO:0046872', 'GO:0051213', 'GO:0006629', 'GO:0006631', 'GO:0006633', 'GO:0005783', 'GO:0005789', 'GO:0020037', 'GO:0098869', 'GO:0006979', 'GO:0043231', 'GO:0004601', 'GO:0004666', 'GO:0019899', 'GO:0042803', 'GO:0001516', 'GO:0007566', 'GO:0008217', 'GO:0019371', 'GO:0031394', 'GO:0031622', 'GO:0033138', 'GO:0042127', 'GO:0043066', 'GO:0043154', 'GO:0046697', 'GO:0050873', 'GO:0071456', 'GO:0071471', 'GO:0071498', 'GO:0090336', 'GO:0150077', 'GO:1902219', 'GO:0005737', 'GO:0043005', 'GO:0006693', 'GO:0005637', 'GO:0005640', 'GO:0006954', 'GO:0071704', 'GO:0009624', 'GO:0032310']",G3GWV6,5743,PTGS2,Lipid Metabolism
100758687,Fgr,"FGR proto-oncogene, Src family tyrosine kinase","This gene is a member of the Src family of protein tyrosine kinases (PTKs). The encoded protein contains N-terminal sites for myristylation and palmitylation, a PTK domain, and SH2 and SH3 domains which are involved in mediating protein-protein interactions with phosphotyrosine-containing and proline-rich motifs, respectively. The protein localizes to plasma membrane ruffles, and functions as a negative regulator of cell migration and adhesion triggered by the beta-2 integrin signal transduction pathway. Infection with Epstein-Barr virus results in the overexpression of this gene. Multiple alternatively spliced variants, encoding the same protein, have been identified. [provided by RefSeq, Jul 2008]",ENSCGRG00015016132,ENSCGRG00001024485,XM_035461798,XP_035317689,"['GO:0005886', 'GO:0007229', 'GO:0005856', 'GO:0004713', 'GO:0004715', 'GO:0030335', 'GO:0008360', 'GO:0015629', 'GO:0050830', 'GO:0016235', 'GO:0046777', 'GO:0019901', 'GO:0014068', 'GO:0018108', 'GO:0043552', 'GO:0001784', 'GO:0048705', 'GO:0030282', 'GO:0032587', 'GO:0045088', 'GO:0045859', 'GO:0001784', 'GO:0034987', 'GO:0001819', 'GO:0032815', 'GO:0043306', 'GO:0050764', 'GO:0034988', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,2268,FGR,Protein Product Synthesis
100765605,Tkfc,triokinase and FMN cyclase,"This gene is a member of the family of dihydroxyacetone kinases, which have a protein structure distinct from other kinases. The product of this gene phosphorylates dihydroxyacetone, and also catalyzes the formation of riboflavin 4',5'-phosphate (aka cyclin FMN) from FAD. Several alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jun 2017]",ENSCGRG00015007922,ENSCGRG00001018294,XM_007654481,XP_007652671,"['GO:0045088', 'GO:0006071', 'GO:0004371', 'GO:0004371', 'GO:0034012', 'GO:0050354', 'GO:0039534', 'GO:0044262', 'GO:0046835', 'GO:0005524', 'GO:0061624']",G3II70,26007,TKFC,Lipid Metabolism
100689427,Sat1,spermidine/spermine N1-acetyltransferase 1,"The protein encoded by this gene belongs to the acetyltransferase family, and is a rate-limiting enzyme in the catabolic pathway of polyamine metabolism. It catalyzes the acetylation of spermidine and spermine, and is involved in the regulation of the intracellular concentration of polyamines and their transport out of cells. Defects in this gene are associated with keratosis follicularis spinulosa decalvans (KFSD). Alternatively spliced transcripts have been found for this gene.[provided by RefSeq, Sep 2009]",ENSCGRG00015011487,ENSCGRG00001022103,XM_027383926,XP_027239727,"['GO:0016740', 'GO:0016746', 'GO:0005737', 'GO:0016747', 'GO:0006596', 'GO:0005829', 'GO:0008080', 'GO:0004145', 'GO:0004145', 'GO:0042802', 'GO:0001525', 'GO:0009447', 'GO:0032918', 'GO:0016407', 'GO:0005515', 'GO:0008080', 'GO:0006596', 'GO:0032918', 'GO:0004145', 'GO:0016407', 'GO:0005515']",Q9JHW6,6303,SAT1,Amino Acid Metabolism
100770721,Kdm1a,lysine demethylase 1A,"This gene encodes a nuclear protein containing a SWIRM domain, a FAD-binding motif, and an amine oxidase domain. This protein is a component of several histone deacetylase complexes, though it silences genes by functioning as a histone demethylase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2009]",ENSCGRG00015020978,ENSCGRG00001017159,XM_016976251,XP_016831740,"['GO:0016491', 'GO:0050660', 'GO:0003682', 'GO:0030374', 'GO:0006357', 'GO:0005654', 'GO:0000122', 'GO:0045944', 'GO:0051091', 'GO:0005634', 'GO:0019899', 'GO:0043433', 'GO:0032991', 'GO:0045892', 'GO:0000785', 'GO:0032880', 'GO:0050681', 'GO:1990391', 'GO:0032091', 'GO:0032454', 'GO:0034644', 'GO:0071480', 'GO:0032453', 'GO:0043518', 'GO:0034720', 'GO:0002052', 'GO:0031398', 'GO:0061752', 'GO:0000781', 'GO:0010569', 'GO:0002039', 'GO:0032451', 'GO:0032452', 'GO:0043426', 'GO:0006482', 'GO:1902166', 'GO:0050660', 'GO:0006355', 'GO:0005634', 'GO:0005515', 'GO:0016491', 'GO:0140297', 'GO:0140682', 'GO:0090308', 'GO:0140861', 'GO:0034720', 'GO:0050660', 'GO:0006355', 'GO:0005634', 'GO:0005515', 'GO:0016491', 'GO:0034720', 'GO:0050660', 'GO:0006355', 'GO:0005634', 'GO:0005515', 'GO:0016491']", ,23028,KDM1A,Vitamin & Cofactor Metabolism
3979185,COX1,cytochrome c oxidase subunit I,,,,,,,Q27PQ3,4512,COX1,Energy Metabolism
100766844,Polr3f,RNA polymerase III subunit F,"The protein encoded by this gene is one of more than a dozen subunits forming eukaryotic RNA polymerase III (RNA Pol III), which transcribes 5S ribosomal RNA and tRNA genes. This protein has been shown to bind both TFIIIB90 and TBP, two subunits of RNA polymerase III transcription initiation factor IIIB (TFIIIB). Unlike most of the other RNA Pol III subunits, the encoded protein is unique to this polymerase. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Sep 2013]",,ENSCGRG00001002032,XM_003496464,XP_003496512,"['GO:0003690', 'GO:0032728', 'GO:0045089', 'GO:0005666', 'GO:0005666', 'GO:0006383', 'GO:0005666', 'GO:0006383']",A0A8C2LHN4,10621,POLR3F,Energy Metabolism
