SYMBOL,ComplexID,ComplexName,Organism,subunits(Entrez.IDs),subunits(Gene.name),subunits(Gene.name.syn),GO.description,FunCat.description
PSMB4,194,PA28gamma-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;10197;5695,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME3;PSMB7,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;None;Z,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB4,2959,SMAD1-OAZ-HsN3 complex,Human,5692;4946;4086,PSMB4;OAZ1;SMAD1,PROS26;OAZ;BSP1 MADH1 MADR1,"regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;DNA binding;transforming growth factor beta receptor signaling pathway;nucleus",transcriptional control;proteasomal degradation (ubiquitin/proteasomal pathway);DNA binding;TGF-beta-receptor signalling pathway;nucleus
PSMB4,8522,Thymoproteasome,Mouse,19171;19167;16912;19166;19177;19172;19175;73902;26443;26441;26446;26440;26444;26442,Psmb10;Psma3;Psmb9;Psma2;Psmb7;Psmb4;Psmb6;Psmb11;Psma6;Psma4;Psmb3;Psma1;Psma7;Psma5,Lmp10 Mecl1;None;Lmp2 Ring12;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,proteasome complex;T cell differentiation in thymus,None
PSMB4,8532,Spermatoproteasome,Rabbit,100328673;100352563;None;100351783;None;None;None;None;None;100338247;None;16912;19166;103554;26444,PSMB4;PSMA1;PSMB8;PSMB3;PSMB10;PSMA8;PSMB7;PSMA3;PSMB6;PSMA5;PSMA6;Psmb9;Psma2;Psme4;Psma7,None;None;None;None;None;None;None;None;None;None;None;Lmp2 Ring12;Lmpc3;Kiaa0077;None,spermatoproteasome complex;proteasomal ubiquitin-independent protein catabolic process;spermatogenesis;regulation of double-strand break repair,None
PSMB5,38,20S proteasome,Mouse,19170;19173;19167;19166;19177;19172;19175;26443;26441;26446;26445;26440;26444;26442,Psmb1;Psmb5;Psma3;Psma2;Psmb7;Psmb4;Psmb6;Psma6;Psma4;Psmb3;Psmb2;Psma1;Psma7;Psma5,None;;None;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB5,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
PSMB5,192,PA28-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;5720;5695;5721,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME1;PSMB7;PSME2,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;IFI5111;Z;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB5,193,PA700-20S-PA28 complex,Human,5717;5718;5715;10213;5688;5709;5716;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5714;5691;5690;5713;5710;5687;5700;5705;5706;5720;5708;9861;5711;5695;5707;5721;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMA7;PSMD3;PSMD10;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMD8;PSMB3;PSMB2;PSMD7;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSME1;PSMD2;PSMD6;PSMD5;PSMB7;PSMD1;PSME2;PSMD13,None;None;None;POH1;HSPC;None;None;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;p31;None;None;MOV34L;MCB1;PROS27;None;SUG1;SUG2;IFI5111;TRAP2;KIAA0107 PFAAP4;KIAA0072;Z;None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMB5,194,PA28gamma-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;10197;5695,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME3;PSMB7,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;None;Z,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB6,38,20S proteasome,Mouse,19170;19173;19167;19166;19177;19172;19175;26443;26441;26446;26445;26440;26444;26442,Psmb1;Psmb5;Psma3;Psma2;Psmb7;Psmb4;Psmb6;Psma6;Psma4;Psmb3;Psmb2;Psma1;Psma7;Psma5,None;;None;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB6,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
PSMB6,192,PA28-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;5720;5695;5721,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME1;PSMB7;PSME2,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;IFI5111;Z;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB6,193,PA700-20S-PA28 complex,Human,5717;5718;5715;10213;5688;5709;5716;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5714;5691;5690;5713;5710;5687;5700;5705;5706;5720;5708;9861;5711;5695;5707;5721;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMA7;PSMD3;PSMD10;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMD8;PSMB3;PSMB2;PSMD7;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSME1;PSMD2;PSMD6;PSMD5;PSMB7;PSMD1;PSME2;PSMD13,None;None;None;POH1;HSPC;None;None;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;p31;None;None;MOV34L;MCB1;PROS27;None;SUG1;SUG2;IFI5111;TRAP2;KIAA0107 PFAAP4;KIAA0072;Z;None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMB6,194,PA28gamma-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;10197;5695,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME3;PSMB7,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;None;Z,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB6,8522,Thymoproteasome,Mouse,19171;19167;16912;19166;19177;19172;19175;73902;26443;26441;26446;26440;26444;26442,Psmb10;Psma3;Psmb9;Psma2;Psmb7;Psmb4;Psmb6;Psmb11;Psma6;Psma4;Psmb3;Psma1;Psma7;Psma5,Lmp10 Mecl1;None;Lmp2 Ring12;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,proteasome complex;T cell differentiation in thymus,None
PSMB6,8532,Spermatoproteasome,Rabbit,100328673;100352563;None;100351783;None;None;None;None;None;100338247;None;16912;19166;103554;26444,PSMB4;PSMA1;PSMB8;PSMB3;PSMB10;PSMA8;PSMB7;PSMA3;PSMB6;PSMA5;PSMA6;Psmb9;Psma2;Psme4;Psma7,None;None;None;None;None;None;None;None;None;None;None;Lmp2 Ring12;Lmpc3;Kiaa0077;None,spermatoproteasome complex;proteasomal ubiquitin-independent protein catabolic process;spermatogenesis;regulation of double-strand break repair,None
PSMB7,38,20S proteasome,Mouse,19170;19173;19167;19166;19177;19172;19175;26443;26441;26446;26445;26440;26444;26442,Psmb1;Psmb5;Psma3;Psma2;Psmb7;Psmb4;Psmb6;Psma6;Psma4;Psmb3;Psmb2;Psma1;Psma7;Psma5,None;;None;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB7,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
PSMB7,192,PA28-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;5720;5695;5721,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME1;PSMB7;PSME2,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;IFI5111;Z;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB7,193,PA700-20S-PA28 complex,Human,5717;5718;5715;10213;5688;5709;5716;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5714;5691;5690;5713;5710;5687;5700;5705;5706;5720;5708;9861;5711;5695;5707;5721;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMA7;PSMD3;PSMD10;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMD8;PSMB3;PSMB2;PSMD7;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSME1;PSMD2;PSMD6;PSMD5;PSMB7;PSMD1;PSME2;PSMD13,None;None;None;POH1;HSPC;None;None;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;p31;None;None;MOV34L;MCB1;PROS27;None;SUG1;SUG2;IFI5111;TRAP2;KIAA0107 PFAAP4;KIAA0072;Z;None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMB7,194,PA28gamma-20S proteasome,Human,5688;5689;5682;5683;5684;5685;5686;5692;5694;5693;5691;5690;5687;10197;5695,PSMA7;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMB3;PSMB2;PSMA6;PSME3;PSMB7,HSPC;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;None;None;PROS27;None;Z,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;cytoplasm;nucleus
PSMB7,8522,Thymoproteasome,Mouse,19171;19167;16912;19166;19177;19172;19175;73902;26443;26441;26446;26440;26444;26442,Psmb10;Psma3;Psmb9;Psma2;Psmb7;Psmb4;Psmb6;Psmb11;Psma6;Psma4;Psmb3;Psma1;Psma7;Psma5,Lmp10 Mecl1;None;Lmp2 Ring12;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,proteasome complex;T cell differentiation in thymus,None
PSMB7,8532,Spermatoproteasome,Rabbit,100328673;100352563;None;100351783;None;None;None;None;None;100338247;None;16912;19166;103554;26444,PSMB4;PSMA1;PSMB8;PSMB3;PSMB10;PSMA8;PSMB7;PSMA3;PSMB6;PSMA5;PSMA6;Psmb9;Psma2;Psme4;Psma7,None;None;None;None;None;None;None;None;None;None;None;Lmp2 Ring12;Lmpc3;Kiaa0077;None,spermatoproteasome complex;proteasomal ubiquitin-independent protein catabolic process;spermatogenesis;regulation of double-strand break repair,None
PSMB8,39,Immunoproteasome,Mouse,19170;19171;19167;16913;16912;19166;19172;26443;26441;26446;26445;26440;26444;26442,Psmb1;Psmb10;Psma3;Psmb8;Psmb9;Psma2;Psmb4;Psma6;Psma4;Psmb3;Psmb2;Psma1;Psma7;Psma5,None;Lmp10 Mecl1;None;Lmp7 Mc13;Lmp2 Ring12;Lmpc3;Lmp3;None;None;None;None;None;None;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;antigen processing and presentation;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;antigen presentation / processing;cytoplasm;nucleus
PSMB8,8532,Spermatoproteasome,Rabbit,100328673;100352563;None;100351783;None;None;None;None;None;100338247;None;16912;19166;103554;26444,PSMB4;PSMA1;PSMB8;PSMB3;PSMB10;PSMA8;PSMB7;PSMA3;PSMB6;PSMA5;PSMA6;Psmb9;Psma2;Psme4;Psma7,None;None;None;None;None;None;None;None;None;None;None;Lmp2 Ring12;Lmpc3;Kiaa0077;None,spermatoproteasome complex;proteasomal ubiquitin-independent protein catabolic process;spermatogenesis;regulation of double-strand break repair,None
PSMB9,39,Immunoproteasome,Mouse,19170;19171;19167;16913;16912;19166;19172;26443;26441;26446;26445;26440;26444;26442,Psmb1;Psmb10;Psma3;Psmb8;Psmb9;Psma2;Psmb4;Psma6;Psma4;Psmb3;Psmb2;Psma1;Psma7;Psma5,None;Lmp10 Mecl1;None;Lmp7 Mc13;Lmp2 Ring12;Lmpc3;Lmp3;None;None;None;None;None;None;None,protein processing;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;response to stress;antigen processing and presentation;cytoplasm;nucleus,protein processing (proteolytic);proteasomal degradation (ubiquitin/proteasomal pathway);stress response;antigen presentation / processing;cytoplasm;nucleus
PSMB9,8522,Thymoproteasome,Mouse,19171;19167;16912;19166;19177;19172;19175;73902;26443;26441;26446;26440;26444;26442,Psmb10;Psma3;Psmb9;Psma2;Psmb7;Psmb4;Psmb6;Psmb11;Psma6;Psma4;Psmb3;Psma1;Psma7;Psma5,Lmp10 Mecl1;None;Lmp2 Ring12;Lmpc3;Mmc14;Lmp3;Lmp19;None;None;None;None;None;None;None,proteasome complex;T cell differentiation in thymus,None
PSMB9,8532,Spermatoproteasome,Rabbit,100328673;100352563;None;100351783;None;None;None;None;None;100338247;None;16912;19166;103554;26444,PSMB4;PSMA1;PSMB8;PSMB3;PSMB10;PSMA8;PSMB7;PSMA3;PSMB6;PSMA5;PSMA6;Psmb9;Psma2;Psme4;Psma7,None;None;None;None;None;None;None;None;None;None;None;Lmp2 Ring12;Lmpc3;Kiaa0077;None,spermatoproteasome complex;proteasomal ubiquitin-independent protein catabolic process;spermatogenesis;regulation of double-strand break repair,None
PSMC1,32,PA700 complex,Human,5717;5718;5715;10213;5709;5716;5702;5701;5704;5714;5713;5710;5700;5705;5706;5708;9861;5711;5707;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMD3;PSMD10;PSMC3;PSMC2;PSMC4;PSMD8;PSMD7;PSMD4;PSMC1;PSMC5;PSMC6;PSMD2;PSMD6;PSMD5;PSMD1;PSMD13,None;None;None;POH1;None;None;TBP1;MSS1;MIP224 TBP7;p31;MOV34L;MCB1;None;SUG1;SUG2;TRAP2;KIAA0107 PFAAP4;KIAA0072;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMC1,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
PSMC1,193,PA700-20S-PA28 complex,Human,5717;5718;5715;10213;5688;5709;5716;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5714;5691;5690;5713;5710;5687;5700;5705;5706;5720;5708;9861;5711;5695;5707;5721;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMA7;PSMD3;PSMD10;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMD8;PSMB3;PSMB2;PSMD7;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSME1;PSMD2;PSMD6;PSMD5;PSMB7;PSMD1;PSME2;PSMD13,None;None;None;POH1;HSPC;None;None;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;p31;None;None;MOV34L;MCB1;PROS27;None;SUG1;SUG2;IFI5111;TRAP2;KIAA0107 PFAAP4;KIAA0072;Z;None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMC2,32,PA700 complex,Human,5717;5718;5715;10213;5709;5716;5702;5701;5704;5714;5713;5710;5700;5705;5706;5708;9861;5711;5707;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMD3;PSMD10;PSMC3;PSMC2;PSMC4;PSMD8;PSMD7;PSMD4;PSMC1;PSMC5;PSMC6;PSMD2;PSMD6;PSMD5;PSMD1;PSMD13,None;None;None;POH1;None;None;TBP1;MSS1;MIP224 TBP7;p31;MOV34L;MCB1;None;SUG1;SUG2;TRAP2;KIAA0107 PFAAP4;KIAA0072;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMC2,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
PSMC2,193,PA700-20S-PA28 complex,Human,5717;5718;5715;10213;5688;5709;5716;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5714;5691;5690;5713;5710;5687;5700;5705;5706;5720;5708;9861;5711;5695;5707;5721;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMA7;PSMD3;PSMD10;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMD8;PSMB3;PSMB2;PSMD7;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSME1;PSMD2;PSMD6;PSMD5;PSMB7;PSMD1;PSME2;PSMD13,None;None;None;POH1;HSPC;None;None;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;p31;None;None;MOV34L;MCB1;PROS27;None;SUG1;SUG2;IFI5111;TRAP2;KIAA0107 PFAAP4;KIAA0072;Z;None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMC3,28,Modulator,Bovine,518637;513315;508448,PSMC6;PSMD9;PSMC3,None;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;ATP binding;regulation of binding;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);ATP binding;regulation by binding / dissociation;protein binding;protease activator
PSMC3,32,PA700 complex,Human,5717;5718;5715;10213;5709;5716;5702;5701;5704;5714;5713;5710;5700;5705;5706;5708;9861;5711;5707;5719,PSMD11;PSMD12;PSMD9;PSMD14;PSMD3;PSMD10;PSMC3;PSMC2;PSMC4;PSMD8;PSMD7;PSMD4;PSMC1;PSMC5;PSMC6;PSMD2;PSMD6;PSMD5;PSMD1;PSMD13,None;None;None;POH1;None;None;TBP1;MSS1;MIP224 TBP7;p31;MOV34L;MCB1;None;SUG1;SUG2;TRAP2;KIAA0107 PFAAP4;KIAA0072;None;None,proteasome-mediated ubiquitin-dependent protein catabolic process;protein binding;peptidase activator activity,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;protease activator
PSMC3,181,26S proteasome,Human,5688;5702;5689;5682;5683;5684;5685;5686;5692;5694;5693;5701;5704;5691;5690;5710;5687;5700;5705;5706;5695;5719,PSMA7;PSMC3;PSMB1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMB4;PSMB6;PSMB5;PSMC2;PSMC4;PSMB3;PSMB2;PSMD4;PSMA6;PSMC1;PSMC5;PSMC6;PSMB7;PSMD13,HSPC;TBP1;PSC5;HC2 NU PROS30 PSC2;HC3 PSC3;HC8 PSC8;HC9 PSC9;None;PROS26;LMPY Y;LMPX MB1 X;MSS1;MIP224 TBP7;None;None;MCB1;PROS27;None;SUG1;SUG2;Z;None,proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;protein binding;response to stress;cytoplasm;nucleus,proteasomal degradation (ubiquitin/proteasomal pathway);protein binding;stress response;cytoplasm;nucleus
